,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,Time_diff
10,11,0.10493,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7016; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7016,Read,Discrete,Inputs,0.000678999999999999
11,12,0.105609,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7016; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7016,Read,Discrete,Inputs,0.0003140000000000087
12,13,0.105923,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7017; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7017,Write,Multiple,Coils,0.0004539999999999961
13,14,0.106377,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7017; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7017,Write,Multiple,Coils,0.00019900000000000473
14,15,0.106576,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7018; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7018,Read,Input,Registers,0.0004939999999999944
15,16,0.10707,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7018; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7018,Read,Input,Registers,0.0002459999999999962
16,17,0.107316,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7019; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7019,Read,Holding,Registers,0.00043400000000000383
17,18,0.10775,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7019; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7019,Read,Holding,Registers,0.0002479999999999982
18,19,0.107998,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7020; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7020,Write,Multiple,Registers,0.0004040000000000016
19,20,0.108402,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7020; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7020,Write,Multiple,Registers,0.09667999999999999
20,21,0.205082,3Com_78:9b:01,Spanning-tree-(for-bridges)_00,STP,64,RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001,NaN,NaN,NaN,NaN,NaN,NaN,0.0028670000000000084
21,22,0.207949,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7021; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7021,Read,Discrete,Inputs,0.0005229999999999957
22,23,0.208472,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7021; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7021,Read,Discrete,Inputs,9.200000000000874e-05
23,24,0.208564,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7022; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7022,Write,Multiple,Coils,0.0003090000000000037
24,25,0.208873,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7022; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7022,Write,Multiple,Coils,5.1999999999996493e-05
25,26,0.208925,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7023; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7023,Read,Input,Registers,0.0005789999999999962
26,27,0.209504,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7023; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7023,Read,Input,Registers,6.70000000000115e-05
27,28,0.209571,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7024; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7024,Read,Holding,Registers,0.0006189999999999807
28,29,0.21019,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7024; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7024,Read,Holding,Registers,6.70000000000115e-05
29,30,0.210257,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7025; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7025,Write,Multiple,Registers,0.00033900000000000596
30,31,0.210596,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7025; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7025,Write,Multiple,Registers,0.09942000000000001
31,32,0.310016,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7026; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7026,Read,Discrete,Inputs,0.0008859999999999979
32,33,0.310902,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7026; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7026,Read,Discrete,Inputs,0.0006700000000000039
33,34,0.311572,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7027; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7027,Write,Multiple,Coils,0.0005769999999999942
34,35,0.312149,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7027; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7027,Write,Multiple,Coils,0.0004709999999999992
35,36,0.31262,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7028; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7028,Read,Input,Registers,0.0005629999999999802
36,37,0.313183,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7028; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7028,Read,Input,Registers,0.00046600000000002195
37,38,0.313649,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7029; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7029,Read,Holding,Registers,0.0005539999999999989
38,39,0.314203,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7029; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7029,Read,Holding,Registers,0.0003529999999999922
39,40,0.314556,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7030; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7030,Write,Multiple,Registers,0.0005350000000000077
40,41,0.315091,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7030; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7030,Write,Multiple,Registers,0.099887
41,42,0.414978,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7031; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7031,Read,Discrete,Inputs,0.0006430000000000047
42,43,0.415621,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7031; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7031,Read,Discrete,Inputs,0.00046399999999996444
43,44,0.416085,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7032; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7032,Write,Multiple,Coils,0.0006280000000000174
44,45,0.416713,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7032; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7032,Write,Multiple,Coils,0.00031999999999998696
45,46,0.417033,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7033; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7033,Read,Input,Registers,0.0005490000000000217
46,47,0.417582,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7033; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7033,Read,Input,Registers,0.00032199999999998896
47,48,0.417904,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7034; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7034,Read,Holding,Registers,0.0004810000000000092
48,49,0.418385,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7034; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7034,Read,Holding,Registers,0.0003070000000000017
49,50,0.418692,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7035; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7035,Write,Multiple,Registers,0.00047999999999998044
50,51,0.419172,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7035; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7035,Write,Multiple,Registers,0.09989300000000001
51,52,0.519065,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7036; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7036,Read,Discrete,Inputs,0.0007289999999999797
52,53,0.519794,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7036; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7036,Read,Discrete,Inputs,0.0005920000000000369
53,54,0.520386,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7037; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7037,Write,Multiple,Coils,0.0006760000000000099
54,55,0.521062,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7037; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7037,Write,Multiple,Coils,0.0004729999999999457
55,56,0.521535,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7038; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7038,Read,Input,Registers,0.0006180000000000074
56,57,0.522153,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7038; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7038,Read,Input,Registers,0.0005180000000000184
57,58,0.522671,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7039; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7039,Read,Holding,Registers,0.0006239999999999579
58,59,0.523295,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7039; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7039,Read,Holding,Registers,0.0003509999999999902
59,60,0.523646,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7040; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7040,Write,Multiple,Registers,0.0004370000000000207
60,61,0.524083,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7040; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7040,Write,Multiple,Registers,0.099827
61,62,0.62391,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7041; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7041,Read,Discrete,Inputs,0.0006860000000000754
62,63,0.624596,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7041; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7041,Read,Discrete,Inputs,0.0002849999999999797
63,64,0.624881,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7042; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7042,Write,Multiple,Coils,0.0005199999999999649
64,65,0.625401,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7042; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7042,Write,Multiple,Coils,0.00018099999999998673
65,66,0.625582,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7043; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7043,Read,Input,Registers,0.0005479999999999929
66,67,0.62613,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7043; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7043,Read,Input,Registers,0.00022900000000003473
67,68,0.626359,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7044; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7044,Read,Holding,Registers,0.0008479999999999599
68,69,0.627207,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7044; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7044,Read,Holding,Registers,0.00022900000000003473
69,70,0.627436,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7045; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7045,Write,Multiple,Registers,0.0005490000000000217
70,71,0.627985,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7045; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7045,Write,Multiple,Registers,0.09994099999999995
71,72,0.727926,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7046; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7046,Read,Discrete,Inputs,0.0006030000000000202
72,73,0.728529,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7046; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7046,Read,Discrete,Inputs,0.00017900000000004024
73,74,0.728708,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7047; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7047,Write,Multiple,Coils,0.00039000000000000146
74,75,0.729098,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7047; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7047,Write,Multiple,Coils,0.000140000000000029
75,76,0.729238,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7048; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7048,Read,Input,Registers,0.0003469999999999862
76,77,0.729585,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7048; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7048,Read,Input,Registers,0.00015799999999999148
77,78,0.729743,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7049; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7049,Read,Holding,Registers,0.00034599999999995745
78,79,0.730089,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7049; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7049,Read,Holding,Registers,0.00015799999999999148
79,80,0.730247,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7050; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7050,Write,Multiple,Registers,0.0003549999999999942
80,81,0.730602,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7050; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7050,Write,Multiple,Registers,0.07233800000000001
81,82,0.80294,Raspberr_58:67:86,Broadcast,ARP,60,Who has 8.8.8.8? Tell 169.254.149.247,NaN,NaN,NaN,NaN,NaN,NaN,0.027178000000000035
82,83,0.830118,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7051; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7051,Read,Discrete,Inputs,0.0006539999999999324
83,84,0.830772,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7051; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7051,Read,Discrete,Inputs,0.0007370000000000987
84,85,0.831509,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7052; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7052,Write,Multiple,Coils,0.0004089999999999927
85,86,0.831918,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7052; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7052,Write,Multiple,Coils,0.00042599999999992644
86,87,0.832344,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7053; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7053,Read,Input,Registers,0.014797999999999978
87,88,0.847142,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7053; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7053,Read,Input,Registers,0.0006470000000000642
88,89,0.847789,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7054; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7054,Read,Holding,Registers,0.0005589999999999762
89,90,0.848348,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7054; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7054,Read,Holding,Registers,0.0006519999999999859
90,91,0.849,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7055; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7055,Write,Multiple,Registers,0.0004110000000000502
91,92,0.849411,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7055; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7055,Write,Multiple,Registers,0.09960099999999994
92,93,0.949012,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7056; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7056,Read,Discrete,Inputs,0.0006970000000000587
93,94,0.949709,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7056; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7056,Read,Discrete,Inputs,0.0005159999999999609
94,95,0.950225,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7057; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7057,Write,Multiple,Coils,0.0005049999999999777
95,96,0.95073,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7057; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7057,Write,Multiple,Coils,0.0003500000000000725
96,97,0.95108,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7058; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7058,Read,Input,Registers,0.0004009999999999847
97,98,0.951481,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7058; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7058,Read,Input,Registers,0.0004589999999999872
98,99,0.95194,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7059; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7059,Read,Holding,Registers,0.0003710000000000102
99,100,0.952311,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7059; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7059,Read,Holding,Registers,0.00033799999999994945
100,101,0.952649,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7060; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7060,Write,Multiple,Registers,0.0003370000000000317
101,102,0.952986,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7060; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7060,Write,Multiple,Registers,0.10010799999999997
102,103,1.053094,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7061; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7061,Read,Discrete,Inputs,0.0012520000000000309
103,104,1.054346,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7061; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7061,Read,Discrete,Inputs,0.0006569999999999077
104,105,1.055003,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7062; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7062,Write,Multiple,Coils,0.0005620000000001735
105,106,1.055565,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7062; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7062,Write,Multiple,Coils,0.00045399999999995444
106,107,1.056019,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7063; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7063,Read,Input,Registers,0.0005159999999999609
107,108,1.056535,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7063; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7063,Read,Input,Registers,0.0005809999999999427
108,109,1.057116,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7064; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7064,Read,Holding,Registers,0.0004210000000000047
109,110,1.057537,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7064; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7064,Read,Holding,Registers,0.000376000000000154
110,111,1.057913,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7065; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7065,Write,Multiple,Registers,0.0004409999999999137
111,112,1.058354,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7065; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7065,Write,Multiple,Registers,0.09966499999999989
112,113,1.158019,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7066; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7066,Read,Discrete,Inputs,0.0007390000000000452
113,114,1.158758,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7066; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7066,Read,Discrete,Inputs,0.0006239999999999579
114,115,1.159382,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7067; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7067,Write,Multiple,Coils,0.00037900000000012923
115,116,1.159761,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7067; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7067,Write,Multiple,Coils,0.0004770000000000607
116,117,1.160238,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7068; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7068,Read,Input,Registers,0.00035799999999985843
117,118,1.160596,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7068; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7068,Read,Input,Registers,0.0003889999999999727
118,119,1.160985,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7069; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7069,Read,Holding,Registers,0.0003220000000001555
119,120,1.161307,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7069; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7069,Read,Holding,Registers,0.00034399999999989994
120,121,1.161651,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans:  7070; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7070,Write,Multiple,Registers,0.00029199999999995896
121,122,1.161943,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7070; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7070,Write,Multiple,Registers,0.10017900000000002
122,123,1.262122,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7071; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7071,Read,Discrete,Inputs,0.0009810000000001207
123,124,1.263103,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans:  7071; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7071,Read,Discrete,Inputs,0.0006299999999999084
124,125,1.263733,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans:  7072; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7072,Write,Multiple,Coils,0.0006170000000000897
125,126,1.26435,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans:  7072; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7072,Write,Multiple,Coils,0.0004729999999999457
126,127,1.264823,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans:  7073; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7073,Read,Input,Registers,0.0005370000000000097
127,128,1.26536,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans:  7073; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7073,Read,Input,Registers,0.0005580000000000584
